surveyid,transectid,surveydate,ocean,country,"folder_name","lat_start","lng_start","lat_end","lng_end","pr_hard_coral","pr_algae","pr_soft_coral","pr_oth_invert","pr_other"
47013,12034,20171014,PAC,AUS,"PAC_AUS_47013_201710",-14.947281,145.698386,-14.942663,145.691771,0.091,0.755,0.11,0.029,0.0149
47014,12030,20171014,PAC,AUS,"PAC_AUS_47014_201710",-14.936461,145.684025,-14.929667,145.68826,0.1043,0.741,0.1221,0.0284,0.004
47015,12005,20171015,PAC,AUS,"PAC_AUS_47015_201710",-14.57076,145.616094,-14.579333,145.609471,0.0591,0.7207,0.0187,0.0067,0.1945
47016,12028,20171015,PAC,AUS,"PAC_AUS_47016_201710",-14.589404,145.632742,-14.58028,145.625374,0.0862,0.8798,0.0201,0.0121,0.0016
47017,12004,20171015,PAC,AUS,"PAC_AUS_47017_201710",-14.626032,145.634322,-14.625871,145.626166,0.0429,0.8823,0.0247,0.0165,0.0335
47018,12027,20171016,PAC,AUS,"PAC_AUS_47018_201710",-14.477213,145.517052,-14.470907,145.527171,0.0731,0.8633,0.0253,0.0098,0.0283
47019,12026,20171016,PAC,AUS,"PAC_AUS_47019_201710",-14.471768,145.535012,-14.479513,145.543126,0.0751,0.8609,0.0491,0.0089,0.006
47020,12025,20171016,PAC,AUS,"PAC_AUS_47020_201710",-14.50807,145.562205,-14.496454,145.55597,0.1717,0.7665,0.0535,0.0079,0.0001
47021,15031,20171017,PAC,AUS,"PAC_AUS_47021_201710",-13.930897,144.660511,-13.922726,144.647585,0.1856,0.7359,0.0602,0.0126,0.0056
47022,15032,20171017,PAC,AUS,"PAC_AUS_47022_201710",-13.919872,144.630778,-13.919069,144.617461,0.1556,0.7681,0.0553,0.0089,0.012
47023,15033,20171017,PAC,AUS,"PAC_AUS_47023_201710",-13.915806,144.6041,-13.924865,144.601731,0.1437,0.581,0.0459,0.0166,0.213
47024,15026,20171018,PAC,AUS,"PAC_AUS_47024_201710",-13.966082,144.415732,-13.957137,144.427809,0.3031,0.5075,0.0349,0.0135,0.1411
47025,15025,20171018,PAC,AUS,"PAC_AUS_47025_201710",-13.942836,144.41692,-13.935245,144.407335,0.2548,0.6811,0.0425,0.0159,0.0059
47026,15027,20171018,PAC,AUS,"PAC_AUS_47026_201710",-13.949991,144.379683,-13.93727,144.386681,0.2328,0.6353,0.0839,0.0251,0.0229
47027,15015,20171019,PAC,AUS,"PAC_AUS_47027_201710",-13.129891,143.970785,-13.115994,143.981918,0.2843,0.6519,0.0453,0.0183,0.0003
47028,15016,20171019,PAC,AUS,"PAC_AUS_47028_201710",-13.0958,143.978342,-13.089584,143.967528,0.3675,0.6011,0.02,0.009,0.0023
47029,15017,20171019,PAC,AUS,"PAC_AUS_47029_201710",-13.050578,143.957004,-13.060053,143.951971,0.1606,0.683,0.0259,0.0175,0.113
47030,15001,20171021,PAC,AUS,"PAC_AUS_47030_201710",-11.837038,144.022905,-11.843159,144.029224,0.1989,0.7089,0.0735,0.0134,0.0056
47031,15003,20171021,PAC,AUS,"PAC_AUS_47031_201710",-11.747996,144.097864,-11.742153,144.110742,0.2137,0.6277,0.1161,0.0415,0.0009
47032,15004,20171021,PAC,AUS,"PAC_AUS_47032_201710",-11.658242,144.008509,-11.658803,143.99455,0.1853,0.6469,0.0291,0.0099,0.1286
47033,15006,20171022,PAC,AUS,"PAC_AUS_47033_201710",-11.514088,144.094574,-11.500515,144.092396,0.2173,0.6651,0.0882,0.0289,0.0005
47034,15007,20171022,PAC,AUS,"PAC_AUS_47034_201710",-11.509152,144.04523,-11.502127,144.034998,0.2305,0.6876,0.0414,0.0149,0.0257
47035,15008,20171022,PAC,AUS,"PAC_AUS_47035_201710",-11.419689,144.035943,-11.430082,144.046867,0.2148,0.7574,0.0184,0.008,0.0014
54001,26001,20180311,PAC,PHL,"PAC_PHL_54001_201803",8.845469,119.915758,8.845469,119.915758,0.1727,0.5188,0.1403,0.0389,0.1291
54002,26002,20180311,PAC,PHL,"PAC_PHL_54002_201803",8.846062,119.894623,8.846062,119.894623,0.0944,0.5388,0.1235,0.0233,0.2199
54004,26005,20180312,PAC,PHL,"PAC_PHL_54004_201803",8.740908,119.811021,8.740908,119.811021,0.1742,0.6498,0.1001,0.0277,0.0483
54005,26004,20180312,PAC,PHL,"PAC_PHL_54005_201803",8.76902,119.812131,8.75709,119.812913,0.1201,0.7445,0.0924,0.0321,0.011
54006,26003,20180312,PAC,PHL,"PAC_PHL_54006_201803",8.789236,119.806187,8.778094,119.80965,0.0996,0.7383,0.0986,0.048,0.0158
54007,26006,20180313,PAC,PHL,"PAC_PHL_54007_201803",8.804852,119.825813,8.809348,119.812916,0.1316,0.7527,0.0696,0.0312,0.0149
54010,26009,20180314,PAC,PHL,"PAC_PHL_54010_201803",8.891953,119.982314,8.906382,119.985859,0.1649,0.6671,0.069,0.0843,0.0148
54011,26010,20180314,PAC,PHL,"PAC_PHL_54011_201803",8.912782,119.99207,8.924512,119.999932,0.1317,0.6584,0.1342,0.0332,0.0423
54012,26011,20180315,PAC,PHL,"PAC_PHL_54012_201803",8.943599,119.99979,8.932662,120.016099,0.169,0.6321,0.1622,0.0204,0.0162
54013,26008,20180315,PAC,PHL,"PAC_PHL_54013_201803",8.890925,119.903708,8.8828,119.888921,0.1136,0.709,0.0961,0.0392,0.0421
54014,26013,20180316,PAC,PHL,"PAC_PHL_54014_201803",9.044126,119.814386,9.045832,119.818671,0.1031,0.5647,0.2616,0.0236,0.047
54015,26012,20180316,PAC,PHL,"PAC_PHL_54015_201803",9.045096,119.818095,9.045604,119.812162,0.2162,0.5717,0.1459,0.0557,0.0107
63001,42004,20180428,PAC,TWN,"PAC_TWN_63001_201804",22.643887,121.477363,22.639159,121.491385,0.2053,0.6663,0.0933,0.0208,0.0142
63002,42003,20180428,PAC,TWN,"PAC_TWN_63002_201804",22.655831,121.473,22.645134,121.473067,0.1071,0.6727,0.1785,0.0146,0.0273
63004,42009,20180429,PAC,TWN,"PAC_TWN_63004_201804",22.656907,121.508668,22.662922,121.511329,0.2235,0.6847,0.0638,0.0191,0.009
63005,42008,20180429,PAC,TWN,"PAC_TWN_63005_201804",22.680696,121.507831,22.677109,121.494634,0.3094,0.5906,0.0522,0.0256,0.0224
63006,42006,20180429,PAC,TWN,"PAC_TWN_63006_201804",22.677499,121.493219,22.678693,121.481895,0.1689,0.7441,0.056,0.0255,0.0055
63008,42014,20180502,PAC,TWN,"PAC_TWN_63008_201805",21.960724,120.711727,21.94251,120.709878,0.2118,0.7376,0.0107,0.0282,0.0119
63009,42013,20180502,PAC,TWN,"PAC_TWN_63009_201805",21.925439,120.741814,21.929946,120.746641,0.1554,0.6142,0.0956,0.0141,0.1209
63010,42012,20180502,PAC,TWN,"PAC_TWN_63010_201805",21.939206,120.747264,21.930379,120.746934,0.0988,0.4923,0.1829,0.0143,0.2118
63011,42011,20180503,PAC,TWN,"PAC_TWN_63011_201805",21.953182,120.756004,21.945849,120.754322,0.1515,0.6289,0.0792,0.0089,0.1311
63012,42017,20180503,PAC,TWN,"PAC_TWN_63012_201805",21.953739,120.768238,21.949862,120.772012,0.0962,0.7175,0.0181,0.0056,0.1626
63013,42020,20180505,PAC,TWN,"PAC_TWN_63013_201805",23.255354,119.66474,23.256519,119.665103,0.5245,0.3361,0.0313,0.0196,0.0887
63015,42018,20180505,PAC,TWN,"PAC_TWN_63015_201805",23.250389,119.676405,23.243212,119.671896,0.2677,0.5864,0.0736,0.0146,0.0576
64001,33016,20180527,PAC,IDN,"PAC_IDN_64001_201805",-5.79551,110.339659,-5.798731,110.348829,0.2868,0.6464,0.0276,0.0137,0.0253
64002,33004,20180527,PAC,IDN,"PAC_IDN_64002_201805",-5.805463,110.378518,-5.794774,110.381657,0.2943,0.5264,0.0235,0.0157,0.14
64003,33017,20180528,PAC,IDN,"PAC_IDN_64003_201805",-5.89391,110.241555,-5.905989,110.239364,0.3496,0.5813,0.0254,0.0221,0.0214
64004,33018,20180528,PAC,IDN,"PAC_IDN_64004_201805",-5.860096,110.229915,-5.865474,110.233063,0.2001,0.6948,0.0184,0.0292,0.0574
64005,33019,20180528,PAC,IDN,"PAC_IDN_64005_201805",-5.846287,110.238709,-5.848987,110.236591,0.1907,0.671,0.0248,0.0394,0.0743
64006,33013,20180529,PAC,IDN,"PAC_IDN_64006_201805",-5.857135,110.47341,-5.86547,110.464686,0.2362,0.4875,0.0213,0.0143,0.2408
64007,33014,20180529,PAC,IDN,"PAC_IDN_64007_201805",-5.781618,110.462383,-5.773317,110.472969,0.2984,0.5441,0.025,0.0211,0.1114
64008,33011,20180530,PAC,IDN,"PAC_IDN_64008_201805",-5.732682,110.181207,-5.719076,110.185343,0.195,0.7263,0.0322,0.0311,0.0152
64009,33012,20180530,PAC,IDN,"PAC_IDN_64009_201805",-5.751808,110.233479,-5.742096,110.233789,0.213,0.7178,0.0082,0.0367,0.0243
64010,33010,20180530,PAC,IDN,"PAC_IDN_64010_201805",-5.773678,110.239791,-5.775201,110.229299,0.249,0.5507,0.0169,0.0299,0.1534
64011,33007,20180531,PAC,IDN,"PAC_IDN_64011_201805",-5.889634,110.406179,-5.899691,110.402922,0.2668,0.6375,0.0606,0.0119,0.0233
64012,33008,20180531,PAC,IDN,"PAC_IDN_64012_201805",-5.892275,110.42081,-5.901299,110.429087,0.2753,0.524,0.0695,0.0259,0.1052
64013,33009,20180531,PAC,IDN,"PAC_IDN_64013_201805",-5.878628,110.429559,-5.869261,110.429392,0.2353,0.508,0.019,0.0173,0.2205
64014,33001,20180601,PAC,IDN,"PAC_IDN_64014_201806",-5.836552,110.409364,-5.835195,110.420672,0.3003,0.494,0.0188,0.0282,0.1587
64017,32003,20180602,PAC,IDN,"PAC_IDN_64017_201806",-5.803946,110.441772,-5.811354,110.441878,0.2589,0.6294,0.0242,0.0142,0.0735
64018,33002,20180602,PAC,IDN,"PAC_IDN_64018_201806",-5.820746,110.445321,-5.813531,110.441264,0.2641,0.55,0.0145,0.0186,0.1527
64019,33005,20180602,PAC,IDN,"PAC_IDN_64019_201806",-5.803911,110.369718,-5.809049,110.37617,0.2133,0.6552,0.033,0.0365,0.0618
64020,33006,20180603,PAC,IDN,"PAC_IDN_64020_201806",-5.766548,110.326655,-5.767555,110.325649,0.3038,0.5722,0.0848,0.021,0.0182
64021,32025,20180609,PAC,IDN,"PAC_IDN_64021_201806",1.621441,124.682317,1.61588,124.697871,0.1293,0.7091,0.0601,0.0764,0.0249
64022,32026,20180609,PAC,IDN,"PAC_IDN_64022_201806",1.617683,124.706519,1.630392,124.717941,0.1443,0.7199,0.0487,0.057,0.0299
64023,32031,20180609,PAC,IDN,"PAC_IDN_64023_201806",1.612153,124.739171,1.617999,124.750308,0.1258,0.7622,0.0121,0.0392,0.061
64024,32032,20180610,PAC,IDN,"PAC_IDN_64024_201806",1.61759,124.757046,1.615426,124.766843,0.135,0.6801,0.0976,0.046,0.0415
64025,32029,20180610,PAC,IDN,"PAC_IDN_64025_201806",1.605384,124.768298,1.599182,124.766928,0.134,0.6471,0.0388,0.1535,0.0264
64026,32026,20180611,PAC,IDN,"PAC_IDN_64026_201806",1.651815,124.698032,1.647936,124.711388,0.1735,0.6678,0.0331,0.0888,0.0367
64027,32027,20180611,PAC,IDN,"PAC_IDN_64027_201806",1.642505,124.717549,1.649232,124.709561,0.0991,0.7678,0.0314,0.0747,0.0269
64028,32030,20180611,PAC,IDN,"PAC_IDN_64028_201806",1.60428,124.782828,1.609865,124.782901,0.1952,0.7347,0.0234,0.034,0.0123
64029,32003,20180612,PAC,IDN,"PAC_IDN_64029_201806",1.388271,124.53358,1.392149,124.543226,0.0222,0.8878,0.007,0.0084,0.0745
64030,32002,20180612,PAC,IDN,"PAC_IDN_64030_201806",1.414152,124.59815,1.406117,124.598464,0.0961,0.673,0.0176,0.0279,0.185
64031,32001,20180612,PAC,IDN,"PAC_IDN_64031_201806",1.414781,124.628786,1.422353,124.619043,0.0367,0.8053,0.0205,0.0135,0.124
64032,32024,20180613,PAC,IDN,"PAC_IDN_64032_201806",1.756689,124.785951,1.760621,124.797092,0.1805,0.7485,0.0139,0.0177,0.0394
64033,32034,20180613,PAC,IDN,"PAC_IDN_64033_201806",1.762324,124.776049,1.757693,124.789526,0.1646,0.6917,0.0207,0.035,0.088
64034,32035,20180613,PAC,IDN,"PAC_IDN_64034_201806",1.763456,124.755213,1.751593,124.766557,0.1226,0.7096,0.055,0.0336,0.0793
64035,32030,20180614,PAC,IDN,"PAC_IDN_64035_201806",1.621077,124.781352,1.60625,124.782791,0.1579,0.7362,0.0269,0.0704,0.0083
64036,32004,20180615,PAC,IDN,"PAC_IDN_64036_201806",1.642526,124.8956,1.653828,124.903629,0.1273,0.76,0.0332,0.067,0.0124
64037,32005,20180615,PAC,IDN,"PAC_IDN_64037_201806",1.681424,124.924026,1.69432,124.93286,0.1229,0.654,0.0207,0.0891,0.1132
64038,32006,20180615,PAC,IDN,"PAC_IDN_64038_201806",1.724209,124.95142,1.71191,124.948528,0.1199,0.6631,0.0474,0.0597,0.1101
64039,32007,20180616,PAC,IDN,"PAC_IDN_64039_201806",1.879782,125.082394,1.886871,125.091182,0.0918,0.7688,0.0226,0.0572,0.0598
64040,32008,20180616,PAC,IDN,"PAC_IDN_64040_201806",1.878212,125.081214,1.887716,125.093896,0.1534,0.7278,0.0132,0.0662,0.0394
64041,32009,20180616,PAC,IDN,"PAC_IDN_64041_201806",1.85095,125.062408,1.863569,125.07125,0.1164,0.6582,0.0042,0.037,0.184
64042,32022,20180617,PAC,IDN,"PAC_IDN_64042_201806",1.679154,125.177118,1.666808,125.169367,0.0664,0.7374,0.0306,0.0368,0.1291
64043,32023,20180617,PAC,IDN,"PAC_IDN_64043_201806",1.671353,125.133216,1.683241,125.140024,0.1148,0.4541,0.0658,0.0307,0.3346
64044,32012,20180617,PAC,IDN,"PAC_IDN_64044_201806",1.734514,125.150193,1.744193,125.140225,0.0587,0.5438,0.0504,0.0512,0.2962
64045,32010,20180618,PAC,IDN,"PAC_IDN_64045_201806",1.836848,125.146803,1.848762,125.137938,0.0373,0.649,0.0072,0.0157,0.2908
64046,32011,20180618,PAC,IDN,"PAC_IDN_64046_201806",1.77376,125.13085,1.75277,125.131721,0.0815,0.6142,0.0238,0.0328,0.2477
64047,32024,20180618,PAC,IDN,"PAC_IDN_64047_201806",1.734473,125.026089,1.722272,125.025527,0.049,0.6683,0.0304,0.0349,0.2173
