surveyid,transectid,surveydate,ocean,country,"folder_name","lat_start","lng_start","lat_end","lng_end","pr_hard_coral","pr_algae","pr_soft_coral","pr_oth_invert","pr_other"
38040,38040,20150830,PAC,USA,"PAC_USA_38040_201508",20.7342,-156.907238,20.733852,-156.921835,0.17,0.7423,NULL,0.0067,0.0812
38041,38041,20150831,PAC,USA,"PAC_USA_38041_201508",21.014978,-156.639478,21.026421,-156.641271,0.0884,0.87,NULL,0.0032,0.0384
38042,38042,20150831,PAC,USA,"PAC_USA_38042_201508",20.982631,-156.681551,20.991321,-156.675606,0.0065,0.6703,NULL,0.0006,0.3224
38043,38043,20150831,PAC,USA,"PAC_USA_38043_201508",20.940858,-156.694684,20.949788,-156.694488,0.2613,0.5132,NULL,0.0111,0.2144
38044,38044,20150901,PAC,USA,"PAC_USA_38044_201509",20.791331,-156.585631,20.789879,-156.574213,0.4502,0.4629,NULL,0.0095,0.0771
38045,38045,20150901,PAC,USA,"PAC_USA_38045_201509",20.804768,-156.607968,20.805692,-156.622998,0.4091,0.4807,NULL,0.0103,0.1001
38046,38046,20150901,PAC,USA,"PAC_USA_38046_201509",20.872763,-156.682607,20.879892,-156.690475,0.1087,0.6184,NULL,0.0085,0.2643
39001,38041,20151102,PAC,USA,"PAC_USA_39001_201511",21.015228,-156.639996,21.026515,-156.638333,0.0859,0.8896,NULL,0.0042,0.0202
39002,38019,20151102,PAC,USA,"PAC_USA_39002_201511",21.03836,-156.899208,21.033962,-156.881253,0.5007,0.4535,NULL,0.0129,0.0327
39003,38043,20151102,PAC,USA,"PAC_USA_39003_201511",20.941021,-156.694611,20.953943,-156.691625,0.1978,0.6074,NULL,0.0085,0.1866
39004,38025,20151103,PAC,USA,"PAC_USA_39004_201511",21.067093,-156.996566,21.070371,-157.011593,0.0799,0.8257,NULL,0.0025,0.0916
39005,38024,20151103,PAC,USA,"PAC_USA_39005_201511",21.079915,-157.040755,21.082949,-157.057702,0.408,0.4114,NULL,0.0093,0.1715
39006,38023,20151103,PAC,USA,"PAC_USA_39006_201511",21.081763,-157.088861,21.084305,-157.100508,0.4221,0.5508,NULL,0.0051,0.0219
39007,38016,20151104,PAC,USA,"PAC_USA_39007_201511",20.924629,-156.926715,20.924605,-156.913955,0.0421,0.9222,NULL,0.0004,0.0352
39008,38017,20151104,PAC,USA,"PAC_USA_39008_201511",20.872736,-156.837827,20.864884,-156.829542,0.7092,0.2288,NULL,0.0041,0.058
39009,38018,20151104,PAC,USA,"PAC_USA_39009_201511",20.831728,-156.806026,20.840784,-156.81268,0.5413,0.3918,NULL,0.0056,0.0611
39010,38037,20151105,PAC,USA,"PAC_USA_39010_201511",20.780676,-156.820725,20.768021,-156.827193,0.2283,0.5909,NULL,0.0057,0.1749
39011,38039,20151105,PAC,USA,"PAC_USA_39011_201511",20.734852,-156.889334,20.734461,-156.888493,0.3392,0.6379,NULL,0.0089,0.014
39012,38039,20151105,PAC,USA,"PAC_USA_39012_201511",20.734302,-156.907093,20.736056,-156.919915,0.1197,0.7495,NULL,0.0048,0.1263
39013,39013,20151106,PAC,USA,"PAC_USA_39013_201511",20.926616,-156.392678,20.923638,-156.404404,0.1032,0.8794,NULL,0.0022,0.0154
39014,38033,20151106,PAC,USA,"PAC_USA_39014_201511",20.906585,-156.453786,20.907529,-156.464973,0.3791,0.571,NULL,0.028,0.0218
39015,38036,20151107,PAC,USA,"PAC_USA_39015_201511",20.775056,-156.527939,20.777199,-156.541086,0.1406,0.757,NULL,0.0081,0.0944
39016,39016,20151107,PAC,USA,"PAC_USA_39016_201511",20.635067,-156.497293,20.631852,-156.494888,0.4202,0.5614,NULL,0.0059,0.0125
39017,38035,20151107,PAC,USA,"PAC_USA_39017_201511",20.699729,-156.447814,20.709337,-156.448861,0.1992,0.5043,NULL,0.0093,0.287
39018,38044,20151108,PAC,USA,"PAC_USA_39018_201511",20.791223,-156.585748,20.788802,-156.572339,0.3341,0.5573,NULL,0.01,0.0987
39019,38045,20151108,PAC,USA,"PAC_USA_39019_201511",20.80425,-156.60661,20.803992,-156.621819,0.3429,0.574,NULL,0.0083,0.0749
39020,38046,20151108,PAC,USA,"PAC_USA_39020_201511",20.874777,-156.683932,20.88582,-156.690617,0.1572,0.6466,NULL,0.0074,0.1887
40001,40001,20140209,PAC,AUS,"PAC_AUS_40001_201402",-23.446935,151.911583,-23.44987694,151.9158994,0.3869,0.5192,0.0583,0.0133,0.0221
40002,40002,20140209,PAC,AUS,"PAC_AUS_40002_201402",-23.4467981,151.9114019,-23.44978667,151.9157156,0.404,0.4879,0.0523,0.0236,0.0323
41001,41001,20160322,PAC,AUS,"PAC_AUS_41001_201603",-23.440315,151.902568,-23.444388,151.908664,0.3832,0.4993,0.0267,0.022,0.0688
41002,41002,20160323,PAC,AUS,"PAC_AUS_41002_201603",-23.473211,151.972529,-23.470598,151.951049,0.304,0.5962,0.0761,0.022,0.0019
41003,41003,20160324,PAC,AUS,"PAC_AUS_41003_201603",-23.433234,151.929272,-23.434756,151.943006,0.2483,0.5983,0.0724,0.0324,0.0485
41004,41004,20160325,PAC,AUS,"PAC_AUS_41004_201603",-23.488319,152.059044,-23.483557,152.072015,0.2619,0.5678,0.0822,0.014,0.074
41005,41005,20160325,PAC,AUS,"PAC_AUS_41005_201603",-23.490768,152.095743,-23.504965,152.099577,0.1839,0.7929,0.0118,0.009,0.0023
41006,13005,20160325,PAC,AUS,"PAC_AUS_41006_201603",-23.512998,152.084493,-23.511458,152.072626,0.2455,0.6692,0.0489,0.0171,0.0193
41007,13001,20160326,PAC,AUS,"PAC_AUS_41007_201603",-23.433823,151.989581,-23.436818,152.002032,0.1351,0.548,0.0312,0.0147,0.2709
41008,13002,20160326,PAC,AUS,"PAC_AUS_41008_201603",-23.432912,151.962163,-23.437845,151.969886,0.142,0.4976,0.0352,0.0109,0.3143
41009,40001,20160326,PAC,AUS,"PAC_AUS_41009_201603",-23.447349,151.912036,-23.460846,151.930266,0.3849,0.5662,0.0265,0.0187,0.0038
41010,13003,20160327,PAC,AUS,"PAC_AUS_41010_201603",-23.302834,151.925331,-23.311112,151.915447,0.2407,0.629,0.0701,0.0148,0.0452
41011,41011,20160327,PAC,AUS,"PAC_AUS_41011_201603",-23.338025,151.967319,-23.339674,151.958867,0.2284,0.5769,0.1247,0.03,0.04
42003,42003,20160504,PAC,TWN,"PAC_TWN_42003_201605",22.65629,121.473071,22.644681,121.473168,0.1853,0.3119,0.4649,0.0165,0.0212
42004,42004,20160504,PAC,TWN,"PAC_TWN_42004_201605",22.638089,121.491618,22.643425,121.477883,0.3073,0.3683,0.2898,0.025,0.0097
42006,42006,20160505,PAC,TWN,"PAC_TWN_42006_201605",22.678133,121.477402,22.677082,121.493488,0.1967,0.7476,0.024,0.0103,0.0213
42007,42007,20160505,PAC,TWN,"PAC_TWN_42007_201605",22.678943,121.481621,22.678481,121.481237,0.2529,0.6805,0.0288,0.0084,0.029
42008,42008,20160505,PAC,TWN,"PAC_TWN_42008_201605",22.677409,121.495079,22.680629,121.507179,0.3102,0.6042,0.043,0.0165,0.026
42009,42009,20160506,PAC,TWN,"PAC_TWN_42009_201605",22.656984,121.508804,22.663793,121.51126,0.1962,0.7494,0.0381,0.009,0.0073
42010,42010,20160506,PAC,TWN,"PAC_TWN_42010_201605",22.679128,121.481165,22.679136,121.481188,0.2883,0.6458,0.0219,0.0049,0.0389
42011,42011,20160508,PAC,TWN,"PAC_TWN_42011_201605",21.953122,120.755388,21.946369,120.753211,0.1806,0.564,0.1719,0.009,0.0741
42012,42012,20160508,PAC,TWN,"PAC_TWN_42012_201605",21.939139,120.746631,21.932726,120.749353,0.0512,0.4074,0.3519,0.0066,0.1831
42013,42013,20160509,PAC,TWN,"PAC_TWN_42013_201605",21.931159,120.748813,21.925017,120.740776,0.1332,0.5993,0.1456,0.0048,0.1171
42014,42014,20160509,PAC,TWN,"PAC_TWN_42014_201605",21.959864,120.711793,21.940846,120.709396,0.2503,0.7063,0.0117,0.0194,0.012
42015,42015,20160509,PAC,TWN,"PAC_TWN_42015_201605",21.930338,120.745357,21.929999,120.745409,0.1149,0.5911,0.1363,0.0075,0.1501
42016,42016,20160509,PAC,TWN,"PAC_TWN_42016_201605",21.95198,120.770028,21.951588,120.770334,0.1934,0.5538,0.039,0.0105,0.2032
42017,42017,20160509,PAC,TWN,"PAC_TWN_42017_201605",21.953841,120.767892,21.948838,120.776346,0.138,0.7234,0.0191,0.0064,0.113
42018,42018,20160512,PAC,TWN,"PAC_TWN_42018_201605",23.246027,119.674715,23.250815,119.67703,0.3376,0.471,0.1242,0.0129,0.0542
42019,42019,20160512,PAC,TWN,"PAC_TWN_42019_201605",23.255333,119.665174,23.253734,119.664244,0.4617,0.4092,0.0238,0.0065,0.0988
42020,42020,20160512,PAC,TWN,"PAC_TWN_42020_201605",23.25503,119.665054,23.255745,119.665456,0.5183,0.3637,0.0327,0.0087,0.0768
44001,38005,20160602,PAC,USA,"PAC_USA_44001_201606",19.793531,-156.036713,19.798434,-156.026593,0.0868,0.8021,NULL,0.0039,0.1069
44002,38004,20160602,PAC,USA,"PAC_USA_44002_201606",19.723843,-156.059606,19.713986,-156.050878,0.1115,0.8456,NULL,0.0054,0.0373
44003,38006,20160602,PAC,USA,"PAC_USA_44003_201606",19.647277,-156.019869,19.654052,-156.031684,0.0941,0.8931,NULL,0.0071,0.0053
44004,38007,20160603,PAC,USA,"PAC_USA_44004_201606",20.166357,-155.900731,20.177898,-155.901786,0.0799,0.8516,NULL,0.0118,0.0567
44005,38008,20160603,PAC,USA,"PAC_USA_44005_201606",20.031933,-155.836528,20.025057,-155.829414,0.0804,0.7713,NULL,0.0131,0.1353
44006,38009,20160604,PAC,USA,"PAC_USA_44006_201606",19.970525,-155.848871,19.958608,-155.860512,0.127,0.8392,NULL,0.0124,0.0213
44007,38010,20160604,PAC,USA,"PAC_USA_44007_201606",19.927437,-155.894386,19.916535,-155.897841,0.1772,0.7818,NULL,0.0138,0.0271
44008,38011,20160604,PAC,USA,"PAC_USA_44008_201606",19.862164,-155.928182,19.853428,-155.934554,0.1679,0.7431,NULL,0.0093,0.0796
44009,38012,20160605,PAC,USA,"PAC_USA_44009_201606",19.374744,-155.898601,19.365892,-155.894509,0.0822,0.8398,NULL,0.0042,0.0743
44010,38013,20160605,PAC,USA,"PAC_USA_44010_201606",19.487088,-155.951369,19.497127,-155.949919,0.0646,0.9076,NULL,0.0115,0.0164
44012,38014,20160605,PAC,USA,"PAC_USA_44012_201606",19.582163,-155.970201,19.5939,-155.973726,0.1347,0.7351,NULL,0.0097,0.1203
44013,38022,20160608,PAC,USA,"PAC_USA_44013_201606",21.083229,-157.137032,21.083499,-157.153876,0.5057,0.4586,NULL,0.0082,0.0275
44014,38023,20160608,PAC,USA,"PAC_USA_44014_201606",21.083478,-157.09845,21.082045,-157.097984,0.3732,0.4002,NULL,0.0053,0.2213
44015,38024,20160608,PAC,USA,"PAC_USA_44015_201606",21.083422,-157.057447,21.08014,-157.042009,0.4742,0.4088,NULL,0.0141,0.1029
44016,38037,20160609,PAC,USA,"PAC_USA_44016_201606",20.767609,-156.827227,20.782587,-156.818895,0.2965,0.6325,NULL,0.0095,0.0614
44017,38040,20160609,PAC,USA,"PAC_USA_44017_201606",20.734358,-156.908422,20.735409,-156.92259,0.1205,0.7831,NULL,0.0053,0.0909
44018,38018,20160609,PAC,USA,"PAC_USA_44018_201606",20.831617,-156.806036,20.842675,-156.813279,0.679,0.2892,NULL,0.0062,0.0257
44019,38017,20160610,PAC,USA,"PAC_USA_44019_201606",20.866295,-156.830312,20.873857,-156.839378,0.711,0.2406,NULL,0.0079,0.0403
44020,38016,20160610,PAC,USA,"PAC_USA_44020_201606",20.922538,-156.907609,20.924628,-156.918978,0.0754,0.9003,NULL,0.001,0.0231
44021,38023,20160610,PAC,USA,"PAC_USA_44021_201606",21.081464,-157.090469,21.081803,-157.100044,0.4109,0.5619,NULL,0.0058,0.0215
44022,38032,20160611,PAC,USA,"PAC_USA_44022_201606",20.956898,-156.515212,20.964853,-156.523287,0.0542,0.8985,NULL,0.0018,0.0456
44023,38033,20160611,PAC,USA,"PAC_USA_44023_201606",20.907374,-156.452993,20.907259,-156.460428,0.2911,0.6949,NULL,0.006,0.0081
44024,38019,20160612,PAC,USA,"PAC_USA_44024_201606",21.035368,-156.887269,21.039195,-156.904833,0.5582,0.4229,NULL,0.0137,0.0051
44025,38026,20160612,PAC,USA,"PAC_USA_44025_201606",21.059554,-156.965053,21.062095,-156.974781,0.5954,0.3168,NULL,0.0083,0.0793
44026,38025,20160612,PAC,USA,"PAC_USA_44026_201606",21.067216,-156.997649,21.070049,-157.01069,0.144,0.7631,NULL,0.0021,0.0906
44027,38041,20160613,PAC,USA,"PAC_USA_44027_201606",21.015008,-156.6395,21.026384,-156.640117,0.0784,0.8927,NULL,0.0025,0.0263
44028,38043,20160613,PAC,USA,"PAC_USA_44028_201606",20.948992,-156.694975,20.936931,-156.694516,0.1987,0.5242,NULL,0.0094,0.2679
44029,38046,20160613,PAC,USA,"PAC_USA_44029_201606",20.880914,-156.691045,20.882362,-156.691604,0.073,0.6419,NULL,0.0024,0.2827
44030,38036,20160614,PAC,USA,"PAC_USA_44030_201606",20.775999,-156.526966,20.774866,-156.538364,0.1445,0.7202,NULL,0.0073,0.1278
44031,39016,20160615,PAC,USA,"PAC_USA_44031_201606",20.634682,-156.49763,20.634215,-156.49406,0.3513,0.6269,NULL,0.0041,0.0177
44032,38034,20160615,PAC,USA,"PAC_USA_44032_201606",20.658366,-156.444783,20.654357,-156.444379,0.0419,0.7579,NULL,0.0016,0.1989
44033,38035,20160615,PAC,USA,"PAC_USA_44033_201606",20.708569,-156.448921,20.70628,-156.449124,0.3093,0.4877,NULL,0.0031,0.2001
44034,38045,20160616,PAC,USA,"PAC_USA_44034_201606",20.80544,-156.623288,20.801167,-156.61296,0.2726,0.6498,NULL,0.0079,0.0696
44035,38036,20160616,PAC,USA,"PAC_USA_44035_201606",20.777619,-156.541727,20.774427,-156.528859,0.1653,0.7869,NULL,0.0079,0.0397
44036,38044,20160616,PAC,USA,"PAC_USA_44036_201606",20.78926,-156.574897,20.794355,-156.590362,0.2454,0.6119,NULL,0.0061,0.1367
45002,14019,20161019,PAC,AUS,"PAC_AUS_45002_201610",-16.438404,146.000317,-16.435872,145.990637,0.2345,0.6137,0.0906,0.0226,0.0385
45003,14001,20161019,PAC,AUS,"PAC_AUS_45003_201610",-16.42447,146.006006,-16.418792,146.004414,0.2134,0.7134,0.0534,0.0114,0.0083
45004,14005,20161020,PAC,AUS,"PAC_AUS_45004_201610",-16.241454,145.868199,-16.24676,145.864046,0.2669,0.543,0.0745,0.0234,0.0923
45005,14006,20161020,PAC,AUS,"PAC_AUS_45005_201610",-16.238113,145.901255,-16.227585,145.905812,0.1598,0.7004,0.1117,0.021,0.0073
45006,14007,20161020,PAC,AUS,"PAC_AUS_45006_201610",-16.208799,145.90805,-16.201315,145.902324,0.1272,0.8222,0.0348,0.0108,0.0051
45007,10001,20161021,PAC,AUS,"PAC_AUS_45007_201610",-16.19478,145.895125,-16.187922,145.898403,0.1998,0.7319,0.0477,0.0096,0.0112
45008,10002,20161021,PAC,AUS,"PAC_AUS_45008_201610",-16.188438,145.898214,-16.177367,145.894568,0.1766,0.7735,0.0355,0.0118,0.0029
45009,10003,20161021,PAC,AUS,"PAC_AUS_45009_201610",-16.175544,145.891036,-16.186895,145.891643,0.1566,0.4941,0.0325,0.0103,0.3066
45010,14009,20161022,PAC,AUS,"PAC_AUS_45010_201610",-16.128917,145.807064,-16.134749,145.813711,0.2306,0.589,0.0804,0.025,0.0749
45011,14010,20161022,PAC,AUS,"PAC_AUS_45011_201610",-16.118517,145.860743,-16.110167,145.863768,0.1564,0.7527,0.0735,0.0165,0.0011
45012,14011,20161022,PAC,AUS,"PAC_AUS_45012_201610",-16.080696,145.858248,-16.071744,145.845773,0.1472,0.7819,0.0478,0.0132,0.0096
45013,14013,20161023,PAC,AUS,"PAC_AUS_45013_201610",-16.038539,145.831731,-16.043139,145.837667,0.1829,0.7246,0.0286,0.0159,0.0483
45014,14014,20161023,PAC,AUS,"PAC_AUS_45014_201610",-16.042226,145.839798,-16.033904,145.839181,0.1756,0.7181,0.0376,0.0176,0.051
45015,14015,20161023,PAC,AUS,"PAC_AUS_45015_201610",-16.028884,145.862116,-16.028039,145.854519,0.1399,0.648,0.0534,0.0119,0.1469
45016,14018,20161024,PAC,AUS,"PAC_AUS_45016_201610",-15.967481,145.819997,-15.963373,145.830881,0.1635,0.7182,0.0736,0.0182,0.0265
45017,14016,20161024,PAC,AUS,"PAC_AUS_45017_201610",-15.954733,145.834741,-15.938734,145.834772,0.1731,0.7426,0.0674,0.0142,0.0025
45018,12036,20161025,PAC,AUS,"PAC_AUS_45018_201610",-15.392122,145.780129,-15.382938,145.792277,0.1201,0.7998,0.0636,0.0139,0.0026
45019,12037,20161025,PAC,AUS,"PAC_AUS_45019_201610",-15.397007,145.767806,-15.402172,145.76961,0.07,0.8765,0.0359,0.0114,0.0062
45020,12038,20161025,PAC,AUS,"PAC_AUS_45020_201610",-15.342536,145.788465,-15.332387,145.778511,0.08,0.8786,0.0241,0.0099,0.0075
45021,12033,20161026,PAC,AUS,"PAC_AUS_45021_201610",-14.956628,145.703293,-14.962301,145.710094,0.0798,0.8377,0.0326,0.0182,0.0315
45022,12030,20161026,PAC,AUS,"PAC_AUS_45022_201610",-14.928667,145.687323,-14.936444,145.683581,0.0778,0.7882,0.106,0.0226,0.0052
45023,12034,20161026,PAC,AUS,"PAC_AUS_45023_201610",-14.941225,145.694117,-14.948386,145.697284,0.0808,0.7715,0.1085,0.0351,0.0039
45024,12004,20161027,PAC,AUS,"PAC_AUS_45024_201610",-14.62343,145.622078,-14.624813,145.636399,0.0506,0.8746,0.0383,0.021,0.0154
45025,12028,20161027,PAC,AUS,"PAC_AUS_45025_201610",-14.590222,145.632845,-14.581191,145.625493,0.1056,0.8592,0.0196,0.0146,0.0009
45026,12005,20161027,PAC,AUS,"PAC_AUS_45026_201610",-14.582203,145.611397,-14.571803,145.615083,0.0636,0.7423,0.0171,0.0093,0.1675
45027,12025,20161028,PAC,AUS,"PAC_AUS_45027_201610",-14.507488,145.562173,-14.494799,145.554954,0.1311,0.8185,0.0427,0.0074,0.0002
45028,12026,20161028,PAC,AUS,"PAC_AUS_45028_201610",-14.48375,145.546814,-14.473762,145.537354,0.0731,0.8832,0.0305,0.0091,0.004
45029,12027,20161028,PAC,AUS,"PAC_AUS_45029_201610",-14.469773,145.530265,-14.477611,145.517096,0.0781,0.8527,0.0307,0.0119,0.0266
45030,15030,20161029,PAC,AUS,"PAC_AUS_45030_201610",-13.983692,144.499339,-13.969182,144.505658,0.158,0.564,0.0578,0.0116,0.2084
45031,15028,20161029,PAC,AUS,"PAC_AUS_45031_201610",-13.971036,144.513351,-13.970192,144.526247,0.1809,0.7399,0.023,0.0147,0.0414
45032,15029,20161029,PAC,AUS,"PAC_AUS_45032_201610",-13.991817,144.530851,-13.979696,144.542128,0.1074,0.722,0.0301,0.0125,0.1279
45033,15026,20161030,PAC,AUS,"PAC_AUS_45033_201610",-13.958141,144.426227,-13.965851,144.41655,0.293,0.5491,0.0287,0.0136,0.1156
45034,15025,20161030,PAC,AUS,"PAC_AUS_45034_201610",-13.942981,144.416888,-13.934196,144.405272,0.2372,0.7058,0.0333,0.0115,0.0121
45035,15027,20161030,PAC,AUS,"PAC_AUS_45035_201610",-13.949065,144.380115,-13.935049,144.38982,0.2181,0.6701,0.0679,0.0172,0.0267
45036,15031,20161031,PAC,AUS,"PAC_AUS_45036_201610",-13.930211,144.660153,-13.923646,144.649471,0.2021,0.7271,0.0562,0.0125,0.0021
45037,15032,20161031,PAC,AUS,"PAC_AUS_45037_201610",-13.920197,144.629031,-13.918666,144.615513,0.1787,0.7447,0.0635,0.0084,0.0045
45038,15033,20161031,PAC,AUS,"PAC_AUS_45038_201610",-13.916794,144.603177,-13.925861,144.60115,0.1117,0.4844,0.0318,0.017,0.3552
45039,15023,20161101,PAC,AUS,"PAC_AUS_45039_201611",-13.505127,144.087164,-13.502646,144.073565,0.258,0.653,0.0424,0.0061,0.0405
45040,15022,20161101,PAC,AUS,"PAC_AUS_45040_201611",-13.476874,144.063596,-13.463909,144.072388,0.1744,0.7269,0.0809,0.0175,0.0002
45041,15024,20161101,PAC,AUS,"PAC_AUS_45041_201611",-13.457281,144.058444,-13.467713,144.049186,0.158,0.4811,0.0386,0.0089,0.3136
45042,15021,20161102,PAC,AUS,"PAC_AUS_45042_201611",-13.2768,143.955528,-13.289857,143.946439,0.222,0.695,0.059,0.0195,0.0045
45043,15020,20161102,PAC,AUS,"PAC_AUS_45043_201611",-13.290712,143.965109,-13.297522,143.977859,0.4284,0.5241,0.0334,0.0056,0.0087
45044,15019,20161102,PAC,AUS,"PAC_AUS_45044_201611",-13.258308,143.959158,-13.25144,143.969675,0.3028,0.601,0.0802,0.016,0.0001
45045,15015,20161103,PAC,AUS,"PAC_AUS_45045_201611",-13.129259,143.971391,-13.118223,143.980404,0.2646,0.6325,0.089,0.0138,0.0002
45046,15016,20161103,PAC,AUS,"PAC_AUS_45046_201611",-13.095542,143.977931,-13.089559,143.967365,0.3935,0.5846,0.0143,0.005,0.0027
45047,15017,20161103,PAC,AUS,"PAC_AUS_45047_201611",-13.061883,143.951466,-13.050534,143.958681,0.1464,0.6829,0.0377,0.0148,0.1181
45048,15014,20161103,PAC,AUS,"PAC_AUS_45048_201611",-13.077126,143.941857,-13.070774,143.944324,0.1134,0.6328,0.0504,0.0135,0.1899
45049,15012,20161104,PAC,AUS,"PAC_AUS_45049_201611",-12.239179,143.929746,-12.224564,143.933449,0.2998,0.6509,0.0375,0.0115,0.0004
45050,15013,20161104,PAC,AUS,"PAC_AUS_45050_201611",-12.210978,143.949282,-12.208067,143.935648,0.182,0.6676,0.1106,0.0118,0.028
46001,37001,20170320,IND,MDV,"IND_MDV_46001_201703",4.21513,73.548344,4.196304,73.542402,0.0183,0.9543,0.0007,0.0004,0.0264
46002,37002,20170321,IND,MDV,"IND_MDV_46002_201703",4.521389,73.362631,4.506041,73.361062,0.0863,0.873,0.003,0.0032,0.0345
46003,37003,20170321,IND,MDV,"IND_MDV_46003_201703",4.387481,73.347175,4.401329,73.347598,0.2154,0.7263,0.0046,0.0087,0.045
46004,37004,20170322,IND,MDV,"IND_MDV_46004_201703",4.19369,72.821141,4.196239,72.805989,0.1021,0.777,0.0067,0.0028,0.1114
46006,37006,20170322,IND,MDV,"IND_MDV_46006_201703",4.205596,72.733226,4.188104,72.736538,0.1441,0.8024,0.0168,0.0026,0.0341
46007,37007,20170322,IND,MDV,"IND_MDV_46007_201703",4.151876,72.73249,4.137252,72.728169,0.1621,0.7807,0.0211,0.0028,0.0336
46008,37008,20170323,IND,MDV,"IND_MDV_46008_201703",4.008857,72.810876,4.008177,72.805149,0.0812,0.7869,0.0061,0.0085,0.1173
46009,37009,20170323,IND,MDV,"IND_MDV_46009_201703",4.004502,72.881547,4.003761,72.882325,0.0479,0.8523,0.0055,0.012,0.0822
46010,37010,20170324,IND,MDV,"IND_MDV_46010_201703",3.714333,72.981348,3.70078,72.980961,0.2127,0.6655,0.0059,0.0124,0.1035
46011,37011,20170324,IND,MDV,"IND_MDV_46011_201703",3.606709,72.959987,3.586418,72.953246,0.21,0.6865,0.0113,0.0197,0.0724
46014,37014,20170326,IND,MDV,"IND_MDV_46014_201703",2.862099,73.028937,2.875365,73.028248,0.1915,0.7045,0.0072,0.0297,0.0673
46015,37015,20170325,IND,MDV,"IND_MDV_46015_201703",2.662081,72.895884,2.660798,72.873421,0.0679,0.9043,0.004,0.0029,0.0206
46020,37020,20170327,IND,MDV,"IND_MDV_46020_201703",2.784111,73.368324,2.774658,73.374669,0.156,0.71,0.0043,0.023,0.1067
46021,37021,20170327,IND,MDV,"IND_MDV_46021_201703",2.811922,73.366492,2.801509,73.371064,0.1604,0.7227,0.0075,0.0199,0.0893
46022,37022,20170328,IND,MDV,"IND_MDV_46022_201703",2.924091,73.589028,2.901801,73.586516,0.0925,0.8772,0.0036,0.0018,0.0249
46027,37027,20170329,IND,MDV,"IND_MDV_46027_201703",3.31036,73.468713,3.315851,73.46057,0.2425,0.6716,0.0131,0.0103,0.0627
46028,37028,20170329,IND,MDV,"IND_MDV_46028_201703",3.371547,73.411266,3.381752,73.403618,0.1099,0.8614,0.0058,0.0046,0.0185
46029,37029,20170329,IND,MDV,"IND_MDV_46029_201703",3.435614,73.421184,3.43241,73.418439,0.1104,0.7254,0.003,0.0086,0.1525
46030,37030,20170330,IND,MDV,"IND_MDV_46030_201703",3.54025,73.519325,3.520902,73.522525,0.1867,0.7486,0.0088,0.0044,0.0516
46031,37031,20170330,IND,MDV,"IND_MDV_46031_201703",3.623388,73.509139,3.63943,73.509615,0.1329,0.7935,0.0047,0.0046,0.0644
46032,37032,20170330,IND,MDV,"IND_MDV_46032_201703",3.682894,73.421457,3.681791,73.403167,0.0965,0.847,0.0048,0.0067,0.0448
46033,37033,20170331,IND,MDV,"IND_MDV_46033_201703",3.846758,73.365841,3.832465,73.36912,0.2079,0.7325,0.0083,0.0046,0.0465
46035,37035,20170331,IND,MDV,"IND_MDV_46035_201703",3.946397,73.500439,3.930699,73.495809,0.0549,0.9226,0.0024,0.0006,0.0194
46037,37037,20170331,IND,MDV,"IND_MDV_46037_201703",4.118511,73.469287,4.117575,73.481426,0.0909,0.6682,0.0025,0.0011,0.2371
46038,37038,20170401,IND,MDV,"IND_MDV_46038_201704",4.313631,73.503842,4.308271,73.498877,0.0766,0.7391,0.0032,0.0002,0.1808
46039,37039,20170320,IND,MDV,"IND_MDV_46039_201703",4.268965,73.488413,4.267681,73.493784,0.116,0.7793,0.0047,0.0024,0.0973
47001,14019,20171010,PAC,AUS,"PAC_AUS_47001_201710",-16.4325,145.986319,-16.436876,145.998516,0.1905,0.6454,0.0529,0.0075,0.1037
47002,14001,20171010,PAC,AUS,"PAC_AUS_47002_201710",-16.424476,146.005928,-16.417891,145.998827,0.1213,0.7903,0.0716,0.0091,0.0076
47003,10001,20171011,PAC,AUS,"PAC_AUS_47003_201710",-16.193885,145.894933,-16.194741,145.897356,0.1192,0.8253,0.0437,0.0081,0.0037
47004,10002,20171011,PAC,AUS,"PAC_AUS_47004_201710",-16.188854,145.898146,-16.181004,145.896219,0.1038,0.8329,0.038,0.0073,0.0179
47005,10003,20171011,PAC,AUS,"PAC_AUS_47005_201710",-16.175264,145.891157,-16.186477,145.891274,0.1385,0.5264,0.0324,0.0058,0.2968
47006,14009,20171012,PAC,AUS,"PAC_AUS_47006_201710",-16.132228,145.823361,-16.133716,145.813254,0.1715,0.696,0.1088,0.022,0.0018
47007,14010,20171012,PAC,AUS,"PAC_AUS_47007_201710",-16.117886,145.861445,-16.107866,145.866355,0.0873,0.8028,0.0924,0.0148,0.0024
47008,14011,20171012,PAC,AUS,"PAC_AUS_47008_201710",-16.080297,145.859033,-16.072134,145.843726,0.1139,0.813,0.0426,0.0084,0.0218
47009,12036,20171013,PAC,AUS,"PAC_AUS_47009_201710",-15.390548,145.781839,-15.385103,145.791179,0.1118,0.7337,0.1222,0.0232,0.0091
47010,12037,20171013,PAC,AUS,"PAC_AUS_47010_201710",-15.39642,145.766818,-15.400024,145.774097,0.0949,0.8121,0.0726,0.0184,0.0015
47011,12038,20171013,PAC,AUS,"PAC_AUS_47011_201710",-15.343339,145.788655,-15.333659,145.783276,0.1012,0.8128,0.0591,0.0148,0.012
47012,12033,20171014,PAC,AUS,"PAC_AUS_47012_201710",-14.956771,145.703541,-14.965042,145.711064,0.0801,0.8436,0.0419,0.0184,0.0159
